nameWithOwner,url,createdAt,stargazers,releases
VerbalExpressions/JavaVerbalExpressions,https://github.com/VerbalExpressions/JavaVerbalExpressions,2013-07-25T16:15:26Z,2590,9
medcl/elasticsearch-analysis-pinyin,https://github.com/medcl/elasticsearch-analysis-pinyin,2012-05-22T10:45:42Z,2588,185
cyrilmottier/GreenDroid,https://github.com/cyrilmottier/GreenDroid,2010-05-08T20:31:52Z,2588,0
voldemort/voldemort,https://github.com/voldemort/voldemort,2009-05-31T03:27:10Z,2584,10
LuckyJayce/ViewPagerIndicator,https://github.com/LuckyJayce/ViewPagerIndicator,2014-10-11T15:28:43Z,2584,16
FudanNLP/fnlp,https://github.com/FudanNLP/fnlp,2014-03-12T01:47:00Z,2583,3
prontera/spring-cloud-rest-tcc,https://github.com/prontera/spring-cloud-rest-tcc,2015-12-04T06:20:38Z,2581,0
facebookarchive/device-year-class,https://github.com/facebookarchive/device-year-class,2015-03-06T20:06:07Z,2578,2
andpor/react-native-sqlite-storage,https://github.com/andpor/react-native-sqlite-storage,2015-10-30T08:42:28Z,2577,30
square/keywhiz,https://github.com/square/keywhiz,2015-03-25T13:31:39Z,2575,3
google/truth,https://github.com/google/truth,2011-06-22T18:55:12Z,2575,26
mxn21/FlowingDrawer,https://github.com/mxn21/FlowingDrawer,2015-08-14T12:29:05Z,2568,0
pushtorefresh/storio,https://github.com/pushtorefresh/storio,2014-08-30T23:23:41Z,2565,30
AsamK/signal-cli,https://github.com/AsamK/signal-cli,2015-05-11T10:49:42Z,2562,69
prometheus/jmx_exporter,https://github.com/prometheus/jmx_exporter,2014-02-25T10:55:39Z,2562,22
tdebatty/java-string-similarity,https://github.com/tdebatty/java-string-similarity,2014-04-17T12:10:57Z,2557,26
fossasia/phimpme-android,https://github.com/fossasia/phimpme-android,2012-09-07T07:14:54Z,2556,8
OpenHFT/Chronicle-Map,https://github.com/OpenHFT/Chronicle-Map,2014-07-18T15:33:57Z,2556,88
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,2011-06-27T19:49:46Z,2554,9
katzer/cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,2013-08-10T11:25:59Z,2546,0
apache/nutch,https://github.com/apache/nutch,2009-05-21T01:17:48Z,2541,0
osmdroid/osmdroid,https://github.com/osmdroid/osmdroid,2014-03-06T19:03:48Z,2540,27
mongodb/mongo-java-driver,https://github.com/mongodb/mongo-java-driver,2009-01-15T15:16:29Z,2536,130
soot-oss/soot,https://github.com/soot-oss/soot,2012-06-20T12:41:19Z,2531,1
federicoiosue/Omni-Notes,https://github.com/federicoiosue/Omni-Notes,2013-12-11T21:59:18Z,2528,39
vdurmont/emoji-java,https://github.com/vdurmont/emoji-java,2014-09-21T16:58:57Z,2519,19
pwittchen/ReactiveNetwork,https://github.com/pwittchen/ReactiveNetwork,2015-08-10T16:06:58Z,2518,47
SufficientlySecure/html-textview,https://github.com/SufficientlySecure/html-textview,2013-09-02T16:19:18Z,2517,0
iPaulPro/Android-ItemTouchHelper-Demo,https://github.com/iPaulPro/Android-ItemTouchHelper-Demo,2015-06-14T22:08:17Z,2512,3
javaee-samples/javaee7-samples,https://github.com/javaee-samples/javaee7-samples,2013-08-27T18:47:51Z,2508,0
AigeStudio/WheelPicker,https://github.com/AigeStudio/WheelPicker,2015-12-01T11:57:33Z,2507,0
docker-java/docker-java,https://github.com/docker-java/docker-java,2014-06-02T18:47:31Z,2505,46
romainguy/ViewServer,https://github.com/romainguy/ViewServer,2011-07-07T20:48:14Z,2503,0
Cleveroad/SlidingTutorial-Android,https://github.com/Cleveroad/SlidingTutorial-Android,2015-10-09T14:10:21Z,2498,0
thymeleaf/thymeleaf,https://github.com/thymeleaf/thymeleaf,2012-05-20T15:11:32Z,2498,4
real-logic/agrona,https://github.com/real-logic/agrona,2014-11-03T20:14:21Z,2490,75
nico2sh/materialish-progress,https://github.com/nico2sh/materialish-progress,2014-11-15T14:32:25Z,2490,0
litao0621/NiftyDialogEffects,https://github.com/litao0621/NiftyDialogEffects,2014-07-31T08:31:54Z,2489,3
nutzam/nutz,https://github.com/nutzam/nutz,2011-06-10T01:25:43Z,2485,23
balysv/material-menu,https://github.com/balysv/material-menu,2014-07-10T10:22:20Z,2484,20
2dxgujun/AndroidTagGroup,https://github.com/2dxgujun/AndroidTagGroup,2015-02-10T07:42:57Z,2481,5
johannilsson/android-pulltorefresh,https://github.com/johannilsson/android-pulltorefresh,2011-01-09T11:12:41Z,2477,0
JakeWharton/Telecine,https://github.com/JakeWharton/Telecine,2014-10-22T09:39:53Z,2477,17
JakeWharton/RxRelay,https://github.com/JakeWharton/RxRelay,2015-12-29T05:33:22Z,2466,0
Neamar/KISS,https://github.com/Neamar/KISS,2012-10-02T16:03:43Z,2465,97
igreenwood/SimpleCropView,https://github.com/igreenwood/SimpleCropView,2015-07-21T03:15:29Z,2459,16
liyiorg/weixin-popular,https://github.com/liyiorg/weixin-popular,2014-04-22T07:22:27Z,2458,47
daimajia/AnimationEasingFunctions,https://github.com/daimajia/AnimationEasingFunctions,2014-06-29T07:02:38Z,2454,1
torakiki/pdfsam,https://github.com/torakiki/pdfsam,2013-09-24T11:06:13Z,2449,52
ozodrukh/CircularReveal,https://github.com/ozodrukh/CircularReveal,2014-11-18T11:59:59Z,2449,17
saulmm/Material-Movies,https://github.com/saulmm/Material-Movies,2015-01-31T09:52:23Z,2438,0
apache/avro,https://github.com/apache/avro,2009-05-21T02:48:37Z,2433,19
apache/commons-lang,https://github.com/apache/commons-lang,2009-05-21T01:24:46Z,2430,0
xtuhcy/gecco,https://github.com/xtuhcy/gecco,2015-12-12T12:41:00Z,2430,19
Swagger2Markup/swagger2markup,https://github.com/Swagger2Markup/swagger2markup,2015-02-11T11:09:32Z,2426,9
internetarchive/heritrix3,https://github.com/internetarchive/heritrix3,2011-10-21T22:00:17Z,2423,13
konifar/android-material-design-icon-generator-plugin,https://github.com/konifar/android-material-design-icon-generator-plugin,2014-12-30T17:01:03Z,2422,4
path/android-priority-jobqueue,https://github.com/path/android-priority-jobqueue,2013-04-09T08:43:00Z,2420,0
square/tape,https://github.com/square/tape,2012-09-10T06:18:49Z,2418,0
Comcast/FreeFlow,https://github.com/Comcast/FreeFlow,2013-10-08T18:13:33Z,2418,1
Kong/unirest-java,https://github.com/Kong/unirest-java,2011-04-11T21:19:53Z,2417,33
ulisesbocchio/jasypt-spring-boot,https://github.com/ulisesbocchio/jasypt-spring-boot,2015-05-27T14:00:55Z,2410,10
classgraph/classgraph,https://github.com/classgraph/classgraph,2014-08-17T20:46:57Z,2401,400
apache/flume,https://github.com/apache/flume,2011-08-12T18:20:14Z,2398,0
yqritc/RecyclerView-FlexibleDivider,https://github.com/yqritc/RecyclerView-FlexibleDivider,2015-01-15T15:09:34Z,2398,15
Netflix/archaius,https://github.com/Netflix/archaius,2012-05-11T00:07:05Z,2390,47
xmuSistone/CardSlidePanel,https://github.com/xmuSistone/CardSlidePanel,2015-11-29T11:03:52Z,2388,0
syncthing/syncthing-android,https://github.com/syncthing/syncthing-android,2014-02-22T17:15:19Z,2382,294
caoxinyu/RedisClient,https://github.com/caoxinyu/RedisClient,2014-05-13T09:30:23Z,2376,4
AnySoftKeyboard/AnySoftKeyboard,https://github.com/AnySoftKeyboard/AnySoftKeyboard,2012-04-18T12:38:01Z,2374,44
ukanth/afwall,https://github.com/ukanth/afwall,2012-10-27T13:20:30Z,2366,50
http-kit/http-kit,https://github.com/http-kit/http-kit,2012-03-13T00:51:18Z,2355,28
alibaba/TProfiler,https://github.com/alibaba/TProfiler,2012-04-17T03:46:16Z,2347,0
eclipsesource/J2V8,https://github.com/eclipsesource/J2V8,2014-08-03T17:29:54Z,2347,0
xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,2014-08-06T14:01:00Z,2345,16
balysv/material-ripple,https://github.com/balysv/material-ripple,2014-09-16T20:54:56Z,2344,3
elevenetc/TextSurface,https://github.com/elevenetc/TextSurface,2015-10-13T00:21:46Z,2335,2
Frank-Zhu/PullZoomView,https://github.com/Frank-Zhu/PullZoomView,2014-09-04T11:48:46Z,2333,0
bytedeco/javacpp-presets,https://github.com/bytedeco/javacpp-presets,2014-04-21T13:19:55Z,2329,9
igniterealtime/Smack,https://github.com/igniterealtime/Smack,2014-02-03T11:36:51Z,2323,0
assertj/assertj,https://github.com/assertj/assertj,2013-03-14T16:18:49Z,2322,0
pilgr/Paper,https://github.com/pilgr/Paper,2015-06-11T20:55:15Z,2321,10
Diolor/Swipecards,https://github.com/Diolor/Swipecards,2014-08-06T10:15:32Z,2321,0
qiujuer/Genius-Android,https://github.com/qiujuer/Genius-Android,2014-07-10T08:32:51Z,2321,16
deeplearning4j/deeplearning4j-examples,https://github.com/deeplearning4j/deeplearning4j-examples,2015-08-24T15:17:43Z,2318,0
googlemaps/android-samples,https://github.com/googlemaps/android-samples,2015-04-22T02:35:21Z,2318,12
vikramkakkar/SublimePicker,https://github.com/vikramkakkar/SublimePicker,2015-05-24T14:51:50Z,2317,0
delight-im/Android-AdvancedWebView,https://github.com/delight-im/Android-AdvancedWebView,2015-01-08T01:33:59Z,2317,0
spring-projects/spring-batch,https://github.com/spring-projects/spring-batch,2010-11-17T17:53:45Z,2312,32
alexvasilkov/GestureViews,https://github.com/alexvasilkov/GestureViews,2014-05-30T08:42:26Z,2309,16
LuckyJayce/LargeImage,https://github.com/LuckyJayce/LargeImage,2015-10-25T09:43:14Z,2305,5
GCX-HCI/tray,https://github.com/GCX-HCI/tray,2015-02-05T13:39:50Z,2303,8
code-mc/material-icon-lib,https://github.com/code-mc/material-icon-lib,2015-07-19T12:10:11Z,2288,12
H07000223/FlycoDialog_Master,https://github.com/H07000223/FlycoDialog_Master,2015-08-30T11:10:15Z,2288,3
akexorcist/RoundCornerProgressBar,https://github.com/akexorcist/RoundCornerProgressBar,2015-01-01T11:10:21Z,2280,11
Bukkit/Bukkit,https://github.com/Bukkit/Bukkit,2011-01-02T23:47:25Z,2264,0
huaban/jieba-analysis,https://github.com/huaban/jieba-analysis,2013-08-06T02:57:02Z,2262,0
DeemOpen/zkui,https://github.com/DeemOpen/zkui,2014-05-22T06:15:53Z,2260,0
hierynomus/sshj,https://github.com/hierynomus/sshj,2010-02-27T14:34:40Z,2257,0
openzipkin/brave,https://github.com/openzipkin/brave,2013-04-07T15:48:18Z,2254,80
linkedin/rest.li,https://github.com/linkedin/rest.li,2012-11-30T19:37:51Z,2253,1
google/jimfs,https://github.com/google/jimfs,2013-10-21T14:39:27Z,2250,7
rsocket/rsocket-java,https://github.com/rsocket/rsocket-java,2015-07-08T04:36:42Z,2248,85
Yalantis/Euclid,https://github.com/Yalantis/Euclid,2015-03-13T10:02:11Z,2244,0
skyfishjy/android-ripple-background,https://github.com/skyfishjy/android-ripple-background,2014-11-07T03:52:06Z,2243,0
addthis/stream-lib,https://github.com/addthis/stream-lib,2011-03-15T18:41:27Z,2241,0
pac4j/pac4j,https://github.com/pac4j/pac4j,2012-01-28T17:04:12Z,2239,0
drewnoakes/metadata-extractor,https://github.com/drewnoakes/metadata-extractor,2014-11-19T00:13:55Z,2238,33
logfellow/logstash-logback-encoder,https://github.com/logfellow/logstash-logback-encoder,2013-03-04T16:19:08Z,2237,29
Rajawali/Rajawali,https://github.com/Rajawali/Rajawali,2011-07-07T10:29:45Z,2236,8
plattysoft/Leonids,https://github.com/plattysoft/Leonids,2013-10-23T13:23:27Z,2236,6
hidroh/materialistic,https://github.com/hidroh/materialistic,2015-01-22T04:03:54Z,2232,15
markushi/android-ui,https://github.com/markushi/android-ui,2014-09-21T10:23:53Z,2230,0
soarcn/BottomSheet,https://github.com/soarcn/BottomSheet,2014-09-22T08:14:19Z,2228,0
bonigarcia/webdrivermanager,https://github.com/bonigarcia/webdrivermanager,2015-03-15T19:52:36Z,2225,39
h2oai/h2o-2,https://github.com/h2oai/h2o-2,2013-02-06T03:09:38Z,2222,0
theDazzler/droidicon,https://github.com/theDazzler/droidicon,2014-11-16T09:59:39Z,2215,0
Naoki2015/CircleDemo,https://github.com/Naoki2015/CircleDemo,2015-12-31T04:02:59Z,2205,0
rmtheis/android-ocr,https://github.com/rmtheis/android-ocr,2011-10-22T03:22:33Z,2202,0
zhanghai/MaterialProgressBar,https://github.com/zhanghai/MaterialProgressBar,2015-06-06T14:31:56Z,2192,16
zeromq/jeromq,https://github.com/zeromq/jeromq,2012-08-01T09:28:37Z,2191,0
apache/geode,https://github.com/apache/geode,2015-04-30T07:00:05Z,2189,26
konsoletyper/teavm,https://github.com/konsoletyper/teavm,2013-09-23T20:04:15Z,2189,11
anjlab/android-inapp-billing-v3,https://github.com/anjlab/android-inapp-billing-v3,2013-09-10T10:04:16Z,2188,41
Prototik/HoloEverywhere,https://github.com/Prototik/HoloEverywhere,2012-03-05T12:37:20Z,2183,2
lealone/Lealone,https://github.com/lealone/Lealone,2013-01-08T13:57:08Z,2180,4
spring-projects/spring-integration-samples,https://github.com/spring-projects/spring-integration-samples,2011-08-10T04:40:02Z,2171,0
square/mortar,https://github.com/square/mortar,2013-11-09T00:01:50Z,2168,0
jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin,2015-02-16T09:02:22Z,2168,130
avast/android-styled-dialogs,https://github.com/avast/android-styled-dialogs,2013-05-25T07:35:52Z,2168,8
xfumihiro/ViewInspector,https://github.com/xfumihiro/ViewInspector,2015-10-18T11:38:36Z,2160,0
android-cjj/BeautifulRefreshLayout,https://github.com/android-cjj/BeautifulRefreshLayout,2015-08-05T10:02:40Z,2159,0
jgilfelt/android-sqlite-asset-helper,https://github.com/jgilfelt/android-sqlite-asset-helper,2011-12-06T18:41:57Z,2157,2
zhangkaitao/es,https://github.com/zhangkaitao/es,2013-01-12T12:57:51Z,2156,0
gitblit-org/gitblit,https://github.com/gitblit-org/gitblit,2011-06-22T19:54:49Z,2154,7
buchen/portfolio,https://github.com/buchen/portfolio,2012-03-24T09:43:08Z,2152,173
l123456789jy/Lazy,https://github.com/l123456789jy/Lazy,2015-12-24T10:01:17Z,2151,0
eclipse/eclipse-collections,https://github.com/eclipse/eclipse-collections,2015-11-24T16:22:48Z,2150,18
stormzhang/9GAG,https://github.com/stormzhang/9GAG,2014-04-16T04:47:23Z,2147,1
FasterXML/jackson-core,https://github.com/FasterXML/jackson-core,2011-12-23T02:00:51Z,2145,0
nitaliano/react-native-mapbox-gl,https://github.com/nitaliano/react-native-mapbox-gl,2015-04-26T20:08:07Z,2143,30
Netflix/curator,https://github.com/Netflix/curator,2011-07-14T19:47:55Z,2138,0
mcharmas/android-parcelable-intellij-plugin,https://github.com/mcharmas/android-parcelable-intellij-plugin,2013-01-31T12:54:18Z,2134,6
apache/activemq,https://github.com/apache/activemq,2009-05-21T01:33:45Z,2133,0
AndroidKnife/RxBus,https://github.com/AndroidKnife/RxBus,2015-11-25T10:36:57Z,2129,0
ethereum/ethereumj,https://github.com/ethereum/ethereumj,2014-05-13T07:50:14Z,2123,38
avjinder/Minimal-Todo,https://github.com/avjinder/Minimal-Todo,2015-09-07T16:41:11Z,2122,1
apilayer/restcountries,https://github.com/apilayer/restcountries,2013-10-09T18:33:15Z,2122,19
android-cjj/Android-MaterialRefreshLayout,https://github.com/android-cjj/Android-MaterialRefreshLayout,2015-09-09T08:57:17Z,2121,0
searchbox-io/Jest,https://github.com/searchbox-io/Jest,2012-05-21T13:37:50Z,2119,0
apache/gobblin,https://github.com/apache/gobblin,2014-12-01T18:10:50Z,2119,7
wszf/androrat,https://github.com/wszf/androrat,2014-02-15T06:38:38Z,1700,0
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,72530,0
macrozheng/mall,https://github.com/macrozheng/mall,2018-04-04T01:11:44Z,64169,2
airbnb/lottie-android,https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,33693,44
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,2020-05-29T05:47:09Z,32126,0
alibaba/arthas,https://github.com/alibaba/arthas,2018-08-29T17:15:57Z,31960,47
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,28988,0
apolloconfig/apollo,https://github.com/apolloconfig/apollo,2016-03-04T10:24:23Z,27852,38
lenve/vhr,https://github.com/lenve/vhr,2018-01-04T08:57:51Z,25700,0
proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,2017-10-25T10:07:27Z,25098,49
elunez/eladmin,https://github.com/elunez/eladmin,2018-12-14T08:54:24Z,19441,0
didi/DoKit,https://github.com/didi/DoKit,2018-08-14T10:32:07Z,19356,10
CarGuo/GSYVideoPlayer,https://github.com/CarGuo/GSYVideoPlayer,2016-11-13T12:34:31Z,18349,42
oracle/graal,https://github.com/oracle/graal,2016-01-14T17:11:35Z,18323,32
shuzheng/zheng,https://github.com/shuzheng/zheng,2016-10-04T10:07:06Z,16455,0
dyc87112/SpringBoot-Learning,https://github.com/dyc87112/SpringBoot-Learning,2016-08-21T03:39:06Z,15035,0
baomidou/mybatis-plus,https://github.com/baomidou/mybatis-plus,2016-08-18T10:06:53Z,14189,24
alibaba/ARouter,https://github.com/alibaba/ARouter,2016-12-14T01:27:49Z,14128,16
rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,2016-08-20T15:24:12Z,4052,0
